hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,booking_changes,reserved_room_type,assigned_room_type,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
City Hotel,1,286,2015,October,0,6,2,0,0,SC,DEU,Corporate,GDS,0,0,0,C,A,No Deposit,0,Transient,130.47,0,0
Resort Hotel,0,54,2015,December,1,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,B,No Deposit,0,Transient,57.12,1,0
City Hotel,1,21,2017,May,0,4,2,0,0,BB,BEL,Offline TA/TO,Direct,0,0,1,C,C,No Deposit,0,Transient,27.77,0,0
City Hotel,0,17,2016,September,3,1,2,0,0,HB,BEL,Direct,TA/TO,0,0,0,D,E,No Deposit,0,Transient,97.34,0,1
City Hotel,0,20,2017,January,4,8,1,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,A,Non Refund,0,Transient-Party,207.16,0,1
City Hotel,0,98,2017,September,1,8,2,0,0,HB,DEU,Online TA,TA/TO,0,0,1,F,C,No Deposit,0,Contract,75.86,0,1
Resort Hotel,0,3,2015,October,4,0,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,B,E,No Deposit,5,Transient-Party,111.59,0,1
Resort Hotel,0,4,2016,May,3,7,3,0,0,Undefined,DEU,Online TA,TA/TO,0,0,2,C,E,No Deposit,0,Transient-Party,121.67,0,1
City Hotel,0,74,2016,February,1,7,2,0,0,BB,BRA,Offline TA/TO,TA/TO,0,1,3,B,C,No Deposit,0,Transient-Party,99.75,0,1
City Hotel,0,82,2015,June,2,8,1,2,0,SC,BEL,Online TA,TA/TO,0,0,1,D,C,Refundable,0,Transient,77.29,0,1
City Hotel,1,87,2015,January,3,1,2,2,0,HB,BEL,Direct,TA/TO,0,0,0,F,B,No Deposit,0,Transient-Party,67.9,0,3
Resort Hotel,0,37,2015,July,3,5,2,1,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,B,C,No Deposit,0,Transient-Party,46.09,0,0
Resort Hotel,0,131,2016,July,0,1,2,1,0,BB,GBR,Groups,TA/TO,1,0,0,C,D,No Deposit,0,Transient,35.13,0,0
City Hotel,0,61,2015,December,4,0,1,0,0,Undefined,NLD,Online TA,TA/TO,0,0,3,C,D,No Deposit,0,Transient,128.81,0,0
City Hotel,0,8,2015,October,1,6,2,0,0,Undefined,PRT,Offline TA/TO,Direct,0,0,3,D,B,No Deposit,0,Transient,81.57,0,1
City Hotel,0,127,2015,August,1,2,2,0,0,Undefined,GBR,Offline TA/TO,TA/TO,0,0,0,A,F,No Deposit,0,Transient,67.34,0,0
City Hotel,1,244,2017,January,2,7,3,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,F,A,No Deposit,2,Transient,236.78,0,0
City Hotel,0,4,2016,February,1,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,F,E,No Deposit,10,Transient,128.63,0,0
Resort Hotel,0,39,2016,November,2,1,1,0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,C,C,No Deposit,0,Transient,77.18,0,0
Resort Hotel,1,53,2017,January,1,7,2,0,0,BB,BRA,Online TA,Direct,0,0,1,D,C,Non Refund,0,Transient,84.03,1,1
City Hotel,0,12,2016,August,0,7,3,0,0,HB,ESP,Online TA,TA/TO,0,2,0,F,B,No Deposit,0,Transient,59.01,0,1
City Hotel,1,161,2015,December,3,0,2,0,0,BB,BRA,Online TA,TA/TO,0,1,0,E,F,No Deposit,0,Transient,142.22,0,0
Resort Hotel,0,26,2017,August,1,0,2,0,0,SC,ITA,Offline TA/TO,TA/TO,0,0,2,C,A,No Deposit,0,Transient,61.04,0,0
Resort Hotel,0,122,2015,December,3,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,1,A,E,No Deposit,0,Transient,97.8,0,2
City Hotel,0,88,2015,March,4,3,1,0,0,SC,DEU,Direct,TA/TO,0,0,0,D,E,Refundable,0,Transient,63.87,0,0
Resort Hotel,1,72,2015,October,3,7,2,0,0,BB,DEU,Groups,TA/TO,0,0,0,F,D,No Deposit,0,Transient,57.78,0,0
Resort Hotel,0,17,2015,December,4,7,1,0,0,HB,BRA,Offline TA/TO,TA/TO,0,0,0,C,C,No Deposit,0,Contract,116.37,0,0
City Hotel,0,19,2016,February,1,7,2,0,0,HB,DEU,Online TA,Corporate,0,0,0,C,C,No Deposit,0,Transient,33.44,0,2
City Hotel,0,3,2017,September,0,6,1,0,0,BB,IRL,Offline TA/TO,Corporate,0,0,3,C,F,No Deposit,0,Contract,183.31,0,0
City Hotel,0,22,2017,May,0,0,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,B,No Deposit,0,Transient,115.78,0,0
Resort Hotel,0,33,2015,September,3,0,1,1,0,BB,ITA,Online TA,TA/TO,0,1,0,E,E,No Deposit,0,Transient,85.18,0,2
City Hotel,1,143,2017,February,0,4,2,0,0,HB,GBR,Offline TA/TO,Corporate,0,0,0,E,E,No Deposit,0,Transient-Party,121.95,0,0
Resort Hotel,0,36,2017,June,4,4,2,0,0,BB,PRT,Offline TA/TO,GDS,0,0,0,E,E,No Deposit,0,Transient,56.26,2,0
Resort Hotel,0,112,2015,November,0,4,2,0,0,HB,ITA,Online TA,Corporate,0,0,1,D,A,No Deposit,0,Transient,161.79,0,0
City Hotel,1,46,2015,January,0,0,2,0,0,HB,BRA,Groups,TA/TO,0,0,0,A,C,Non Refund,0,Transient,98.06,0,2
City Hotel,0,122,2016,July,0,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,2,F,E,No Deposit,0,Transient,80.35,0,0
City Hotel,1,299,2016,April,2,0,1,1,0,HB,NLD,Corporate,Corporate,0,0,2,F,F,No Deposit,1,Contract,61.72,0,0
City Hotel,0,21,2015,July,2,1,1,0,0,BB,FRA,Direct,TA/TO,0,0,3,F,B,No Deposit,0,Transient,105.98,0,3
City Hotel,0,158,2016,September,3,7,3,0,0,HB,NLD,Online TA,TA/TO,1,0,2,D,C,No Deposit,1,Transient,41.58,0,1
Resort Hotel,1,77,2016,January,1,3,2,0,0,SC,ITA,Online TA,TA/TO,0,2,1,E,A,No Deposit,0,Transient,55.4,0,0
Resort Hotel,0,135,2017,January,1,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,B,D,No Deposit,0,Transient,187.52,0,0
Resort Hotel,1,84,2015,November,4,4,3,0,0,Undefined,DEU,Online TA,TA/TO,0,0,0,B,F,No Deposit,0,Contract,78.11,0,2
Resort Hotel,0,44,2017,July,4,1,1,0,0,BB,BEL,Online TA,TA/TO,0,1,1,E,E,No Deposit,0,Transient,116.59,0,1
City Hotel,0,20,2017,October,3,8,3,0,0,FB,FRA,Offline TA/TO,TA/TO,0,0,0,C,B,No Deposit,0,Contract,243.28,0,0
Resort Hotel,0,5,2015,November,2,8,1,0,0,SC,GBR,Online TA,TA/TO,0,0,0,F,E,No Deposit,0,Transient,47.28,0,1
City Hotel,1,61,2017,December,0,2,2,0,0,HB,IRL,Corporate,TA/TO,0,0,0,C,C,No Deposit,0,Transient,122.97,0,0
City Hotel,1,371,2016,February,2,0,2,0,0,BB,IRL,Direct,TA/TO,0,0,0,D,C,No Deposit,0,Transient,212.17,0,3
City Hotel,0,107,2016,August,2,1,2,0,0,BB,BRA,Direct,TA/TO,0,0,2,A,B,No Deposit,0,Transient,97.19,0,0
City Hotel,0,31,2016,April,3,7,2,0,0,BB,PRT,Offline TA/TO,Direct,0,0,0,A,D,No Deposit,0,Group,78.67,2,0
City Hotel,0,140,2016,July,2,7,1,0,0,BB,FRA,Direct,TA/TO,0,0,2,D,A,No Deposit,0,Contract,34.83,0,0
City Hotel,1,117,2016,October,1,1,1,0,0,BB,NLD,Corporate,TA/TO,0,0,0,C,C,No Deposit,0,Transient,143.54,0,1
Resort Hotel,0,26,2017,February,2,4,2,0,0,BB,BEL,Direct,Corporate,0,0,0,A,C,No Deposit,0,Transient,140.27,0,4
City Hotel,0,1,2015,August,1,8,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,B,F,No Deposit,0,Transient,252.94,0,0
Resort Hotel,0,10,2017,June,4,3,2,2,0,SC,PRT,Direct,Direct,0,0,0,F,C,No Deposit,0,Transient,61.81,0,1
Resort Hotel,1,167,2017,January,4,0,2,1,1,BB,BEL,Offline TA/TO,TA/TO,0,0,0,D,D,No Deposit,0,Transient,241.03,0,1
City Hotel,0,144,2016,September,3,0,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,A,No Deposit,0,Transient,127.58,0,1
Resort Hotel,0,27,2016,November,0,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,1,D,C,No Deposit,0,Group,91.31,0,3
City Hotel,0,26,2017,February,2,6,2,1,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,C,A,No Deposit,0,Transient,97.76,0,0
City Hotel,0,125,2017,April,0,8,2,0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,F,F,No Deposit,0,Transient,33.43,0,0
City Hotel,1,222,2015,September,1,5,3,0,0,FB,BRA,Offline TA/TO,TA/TO,0,0,0,E,B,No Deposit,0,Transient,99.0,0,0
Resort Hotel,0,120,2015,August,0,4,1,0,0,HB,DEU,Online TA,Direct,0,0,0,D,C,No Deposit,0,Transient,56.69,0,1
Resort Hotel,0,74,2015,August,2,4,2,0,0,BB,NLD,Online TA,TA/TO,0,0,3,B,D,No Deposit,0,Transient,63.72,0,2
City Hotel,0,22,2015,April,0,2,2,1,0,HB,BEL,Direct,GDS,0,0,0,B,D,No Deposit,0,Transient,52.3,0,0
City Hotel,0,59,2015,January,0,3,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,B,A,No Deposit,0,Transient-Party,79.4,0,0
City Hotel,0,21,2016,October,0,2,2,0,0,HB,IRL,Online TA,Corporate,0,0,3,B,F,No Deposit,1,Transient-Party,224.33,0,0
City Hotel,0,132,2015,April,3,8,2,0,0,BB,GBR,Online TA,Direct,0,0,0,C,E,No Deposit,0,Transient,63.19,0,1
City Hotel,0,39,2017,March,0,6,2,0,0,BB,BEL,Offline TA/TO,Direct,0,0,0,E,C,No Deposit,1,Transient,54.86,1,1
Resort Hotel,0,143,2016,November,2,0,2,1,0,SC,PRT,Online TA,Direct,0,0,2,E,A,No Deposit,1,Transient,135.59,0,0
Resort Hotel,0,38,2017,March,2,4,2,0,0,Undefined,ITA,Corporate,TA/TO,0,0,0,C,F,No Deposit,0,Transient,71.34,0,2
City Hotel,1,139,2016,January,0,0,2,1,0,BB,FRA,Corporate,Direct,0,0,0,F,C,No Deposit,0,Contract,100.84,0,0
Resort Hotel,0,32,2016,September,3,3,2,0,0,HB,GBR,Direct,Direct,0,0,1,D,E,No Deposit,0,Transient,139.08,1,0
Resort Hotel,0,46,2015,March,1,0,1,0,0,BB,NLD,Online TA,TA/TO,0,1,0,E,B,No Deposit,0,Transient,138.41,0,2
City Hotel,0,76,2017,April,0,8,1,0,0,SC,GBR,Online TA,TA/TO,0,0,0,E,E,No Deposit,0,Transient,112.31,0,2
City Hotel,0,5,2015,January,3,8,2,0,0,BB,BRA,Online TA,Direct,0,0,0,A,A,No Deposit,0,Transient,66.47,0,2
City Hotel,1,236,2017,March,4,3,3,0,0,BB,FRA,Corporate,Corporate,0,0,0,F,D,No Deposit,0,Transient-Party,204.16,0,0
City Hotel,1,68,2017,January,2,0,3,1,0,BB,NLD,Corporate,Corporate,0,0,0,D,A,No Deposit,0,Transient,54.88,0,1
Resort Hotel,1,56,2015,April,4,5,3,1,0,HB,NLD,Online TA,TA/TO,0,0,0,D,F,No Deposit,0,Transient,40.73,0,3
City Hotel,1,146,2015,October,2,4,2,0,0,BB,DEU,Online TA,TA/TO,0,0,1,B,C,Non Refund,0,Transient,133.91,0,0
City Hotel,1,160,2016,December,1,3,2,0,1,SC,DEU,Online TA,TA/TO,0,0,1,F,F,Non Refund,0,Transient,83.52,0,0
Resort Hotel,0,59,2016,July,3,1,1,0,1,BB,GBR,Offline TA/TO,Direct,0,0,0,A,D,Refundable,0,Transient,130.0,0,0
City Hotel,1,209,2016,October,1,5,2,1,0,BB,BRA,Groups,TA/TO,0,0,0,F,C,No Deposit,0,Transient,164.77,0,0
City Hotel,0,5,2017,November,4,6,2,0,0,BB,DEU,Corporate,GDS,0,1,0,A,F,No Deposit,0,Transient,81.39,0,0
City Hotel,0,9,2015,August,3,0,2,0,0,Undefined,IRL,Corporate,Corporate,0,0,0,B,A,No Deposit,0,Transient,110.06,0,0
City Hotel,0,72,2016,August,4,2,2,0,1,HB,ITA,Offline TA/TO,Direct,0,0,1,D,F,No Deposit,0,Transient,86.91,0,2
City Hotel,0,34,2015,January,0,6,1,1,0,BB,BRA,Corporate,TA/TO,0,0,0,D,E,No Deposit,0,Transient,78.9,0,0
Resort Hotel,0,49,2016,November,4,5,2,0,0,BB,ESP,Offline TA/TO,Corporate,0,0,2,D,B,No Deposit,0,Transient-Party,113.62,0,0
Resort Hotel,0,31,2016,June,1,1,1,0,0,FB,ESP,Direct,TA/TO,0,1,0,E,D,No Deposit,0,Transient,128.34,0,1
City Hotel,0,41,2015,August,1,7,2,0,0,BB,BRA,Online TA,TA/TO,0,0,2,E,C,No Deposit,0,Transient,77.66,0,0
City Hotel,0,138,2016,October,0,5,3,0,0,BB,BEL,Direct,TA/TO,0,0,1,B,A,No Deposit,0,Transient,181.74,0,5
City Hotel,0,72,2015,October,3,0,3,1,0,SC,PRT,Online TA,TA/TO,0,0,3,F,E,No Deposit,0,Transient,88.74,0,2
City Hotel,1,474,2016,August,4,6,3,0,0,HB,BEL,Online TA,TA/TO,0,0,2,D,A,No Deposit,0,Group,64.68,0,2
City Hotel,1,123,2015,September,4,8,1,0,0,BB,ESP,Offline TA/TO,Direct,0,0,0,A,E,No Deposit,0,Transient-Party,123.42,0,0
City Hotel,0,25,2016,August,4,7,1,0,0,BB,BEL,Offline TA/TO,TA/TO,0,1,0,F,E,No Deposit,0,Transient,157.37,0,2
City Hotel,0,24,2016,May,3,6,1,0,0,BB,ESP,Direct,GDS,0,0,0,E,E,No Deposit,0,Transient,136.39,2,0
City Hotel,0,32,2017,January,1,7,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,E,D,No Deposit,0,Transient,90.68,1,2
City Hotel,1,148,2015,September,0,7,3,0,0,HB,FRA,Direct,Direct,0,0,0,F,C,No Deposit,0,Group,50.76,0,0
City Hotel,0,2,2016,October,3,3,1,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,B,No Deposit,0,Transient,160.28,0,0
City Hotel,0,20,2017,October,0,4,2,0,0,HB,ITA,Corporate,TA/TO,0,0,2,C,D,No Deposit,0,Transient-Party,76.64,0,0
Resort Hotel,1,188,2015,October,2,4,1,0,0,HB,IRL,Online TA,TA/TO,0,0,0,C,E,No Deposit,0,Transient,117.37,0,0
Resort Hotel,1,81,2016,October,0,7,2,0,0,BB,IRL,Online TA,TA/TO,0,1,0,D,C,No Deposit,0,Transient,59.53,0,0
Resort Hotel,0,20,2016,May,2,8,2,0,0,BB,BRA,Corporate,GDS,0,0,1,C,E,No Deposit,0,Contract,67.89,0,0
City Hotel,1,19,2016,July,0,7,2,0,0,SC,DEU,Online TA,Direct,0,0,0,F,C,No Deposit,0,Transient,38.16,0,0
Resort Hotel,0,158,2015,December,2,1,2,0,0,HB,BRA,Corporate,Direct,0,0,0,B,F,Refundable,0,Contract,26.39,0,2
City Hotel,0,179,2017,December,4,6,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,C,Refundable,2,Transient,147.65,0,0
City Hotel,0,23,2016,July,3,2,3,0,0,HB,NLD,Online TA,TA/TO,0,0,0,B,C,No Deposit,2,Transient,103.37,0,0
Resort Hotel,1,43,2017,November,4,1,1,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,C,B,No Deposit,0,Transient,135.6,0,0
City Hotel,1,143,2015,April,1,1,2,0,0,BB,NLD,Corporate,TA/TO,0,0,0,C,C,No Deposit,0,Group,62.23,0,1
Resort Hotel,1,117,2015,August,3,1,1,0,0,BB,ESP,Groups,TA/TO,0,0,2,E,F,No Deposit,0,Transient,161.27,0,0
Resort Hotel,1,134,2016,November,4,2,2,0,0,BB,BEL,Offline TA/TO,TA/TO,0,1,1,C,A,No Deposit,0,Transient,130.89,1,1
City Hotel,0,58,2016,October,0,3,3,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,C,No Deposit,0,Transient,75.22,0,1
Resort Hotel,1,194,2016,September,3,5,2,2,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,E,C,No Deposit,1,Transient,132.91,0,2
Resort Hotel,0,31,2017,December,0,0,1,0,0,HB,IRL,Offline TA/TO,TA/TO,1,0,0,E,A,Non Refund,0,Transient,155.57,0,0
City Hotel,0,13,2017,April,4,7,1,0,0,BB,DEU,Offline TA/TO,Corporate,0,0,2,F,C,No Deposit,0,Transient,87.98,0,0
City Hotel,0,98,2016,February,3,7,3,1,0,BB,DEU,Groups,TA/TO,0,0,2,A,C,Non Refund,0,Transient,61.51,0,3
Resort Hotel,0,62,2015,October,4,3,1,0,0,HB,BRA,Direct,TA/TO,0,0,0,C,D,No Deposit,0,Group,113.22,0,2
City Hotel,0,154,2015,April,1,0,1,1,0,FB,PRT,Groups,TA/TO,0,0,0,E,E,No Deposit,0,Transient-Party,67.55,0,0
Resort Hotel,0,6,2016,February,4,5,1,1,0,BB,NLD,Online TA,TA/TO,0,0,0,B,A,No Deposit,0,Transient,108.49,0,2
Resort Hotel,0,148,2017,December,1,6,2,0,0,HB,GBR,Direct,TA/TO,0,0,0,F,F,No Deposit,10,Transient,36.61,0,2
City Hotel,0,27,2015,January,4,0,1,0,0,BB,BRA,Online TA,TA/TO,0,0,0,C,D,No Deposit,0,Transient-Party,55.26,0,0
City Hotel,0,85,2017,January,3,7,1,0,0,FB,ESP,Online TA,TA/TO,0,0,0,B,C,No Deposit,0,Transient,68.8,0,2
City Hotel,0,3,2016,November,0,3,2,0,0,HB,BEL,Online TA,TA/TO,0,0,0,B,B,Non Refund,0,Transient,95.13,0,0
City Hotel,0,75,2017,April,3,0,2,0,0,SC,NLD,Offline TA/TO,Direct,0,0,0,C,F,No Deposit,0,Transient,96.55,0,1
City Hotel,1,101,2017,September,4,8,2,0,0,BB,DEU,Direct,TA/TO,0,0,0,F,C,No Deposit,0,Transient,239.47,0,0
City Hotel,0,36,2017,September,4,7,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,A,No Deposit,0,Transient,36.19,0,3
Resort Hotel,0,19,2015,July,4,8,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,F,D,No Deposit,0,Contract,36.96,0,1
City Hotel,1,61,2017,May,2,3,3,0,0,Undefined,NLD,Online TA,TA/TO,0,0,0,D,A,No Deposit,0,Transient,17.7,0,0
Resort Hotel,1,143,2017,June,1,7,1,0,0,SC,FRA,Offline TA/TO,TA/TO,0,0,0,E,C,No Deposit,0,Contract,105.25,0,1
City Hotel,0,31,2017,January,0,7,2,0,0,SC,ESP,Online TA,Direct,1,0,2,D,A,Non Refund,0,Transient-Party,69.28,0,1
Resort Hotel,0,23,2016,March,1,1,2,0,0,HB,IRL,Online TA,TA/TO,0,0,0,A,F,No Deposit,0,Transient,117.94,0,0
Resort Hotel,1,26,2017,January,4,7,2,0,0,BB,FRA,Direct,TA/TO,0,0,0,C,E,Non Refund,0,Transient,76.2,0,1
City Hotel,1,238,2017,October,4,5,2,0,0,BB,ITA,Online TA,GDS,0,0,0,B,F,No Deposit,0,Transient-Party,64.58,0,2
City Hotel,1,35,2015,May,1,2,2,0,0,BB,GBR,Direct,TA/TO,0,0,0,E,B,No Deposit,0,Transient-Party,99.95,0,0
City Hotel,0,0,2016,April,1,7,2,0,0,HB,IRL,Online TA,TA/TO,0,0,0,D,E,No Deposit,0,Transient,66.36,0,1
City Hotel,1,121,2017,March,1,0,2,0,0,BB,PRT,Online TA,GDS,0,0,0,D,A,No Deposit,0,Transient,79.28,0,1
Resort Hotel,0,96,2015,June,2,1,2,0,0,BB,NLD,Offline TA/TO,Corporate,0,0,0,F,C,No Deposit,0,Contract,139.24,0,3
Resort Hotel,0,11,2015,June,1,6,2,1,0,BB,NLD,Groups,TA/TO,0,0,0,B,D,Non Refund,0,Transient,97.39,0,0
Resort Hotel,1,335,2017,September,4,7,1,0,0,HB,IRL,Direct,Corporate,0,0,0,F,E,No Deposit,0,Transient,109.6,0,1
City Hotel,0,74,2015,April,0,8,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,E,F,No Deposit,0,Transient,148.17,1,0
City Hotel,0,55,2015,September,3,0,3,0,0,BB,ITA,Offline TA/TO,Corporate,0,0,2,C,D,No Deposit,0,Contract,56.15,0,1
City Hotel,1,38,2015,April,1,8,2,0,0,SC,GBR,Complementary,TA/TO,0,0,1,A,E,Non Refund,0,Transient,141.85,0,0
Resort Hotel,0,183,2015,August,1,1,2,0,0,SC,BEL,Online TA,TA/TO,0,0,0,B,C,No Deposit,1,Transient,96.45,0,1
City Hotel,1,22,2017,August,1,7,2,0,0,BB,DEU,Online TA,TA/TO,0,0,1,D,E,No Deposit,0,Transient,221.4,0,0
City Hotel,0,26,2017,February,0,6,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,C,D,No Deposit,0,Transient,235.31,0,0
City Hotel,0,10,2015,October,1,5,1,2,0,BB,NLD,Offline TA/TO,Corporate,0,0,0,F,B,No Deposit,0,Transient,137.74,0,0
City Hotel,0,113,2017,December,1,5,1,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,No Deposit,0,Transient,43.6,0,0
City Hotel,1,72,2017,August,1,2,1,0,0,FB,GBR,Online TA,TA/TO,0,0,0,D,A,No Deposit,0,Transient,96.36,0,0
Resort Hotel,0,75,2015,February,0,4,3,2,0,SC,PRT,Corporate,Direct,0,0,0,A,A,No Deposit,5,Transient,37.18,0,0
Resort Hotel,0,19,2015,November,3,1,2,1,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,C,No Deposit,0,Contract,103.77,0,2
City Hotel,0,84,2015,August,4,4,2,0,0,HB,BRA,Online TA,TA/TO,0,0,0,E,A,No Deposit,0,Transient,195.5,0,0
Resort Hotel,1,116,2017,June,0,2,2,0,0,BB,GBR,Online TA,Direct,0,1,0,D,F,No Deposit,0,Transient,84.47,0,1
Resort Hotel,0,35,2017,March,1,8,2,0,0,BB,BRA,Direct,GDS,0,0,1,C,D,No Deposit,1,Transient,83.32,0,4
Resort Hotel,0,129,2016,December,2,0,2,0,0,BB,ITA,Online TA,Corporate,0,0,3,B,B,No Deposit,0,Transient,41.0,0,0
Resort Hotel,0,34,2016,November,0,2,1,0,0,FB,BRA,Offline TA/TO,Direct,0,0,0,E,A,No Deposit,0,Transient,102.2,0,0
City Hotel,1,113,2015,July,1,0,2,0,0,SC,GBR,Direct,TA/TO,0,0,0,D,E,No Deposit,0,Contract,170.84,0,0
City Hotel,0,2,2016,December,1,8,2,0,0,BB,FRA,Online TA,TA/TO,0,0,1,A,B,No Deposit,0,Transient,109.66,0,2
City Hotel,1,64,2017,June,4,4,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,F,No Deposit,0,Transient,52.0,0,0
Resort Hotel,1,279,2016,March,0,6,2,0,0,HB,FRA,Online TA,Direct,0,0,0,A,D,No Deposit,0,Transient,63.99,0,1
City Hotel,1,318,2016,May,0,2,2,0,0,BB,FRA,Direct,Corporate,0,0,0,D,D,Refundable,0,Transient,148.45,0,0
City Hotel,0,26,2015,April,4,8,2,2,0,HB,DEU,Online TA,TA/TO,0,1,0,C,B,No Deposit,0,Transient,56.99,2,1
Resort Hotel,0,46,2017,June,2,0,2,0,0,BB,ITA,Corporate,TA/TO,0,0,0,D,E,No Deposit,0,Transient,121.44,1,2
City Hotel,0,5,2017,January,2,0,2,1,0,BB,IRL,Corporate,Direct,0,0,0,E,C,No Deposit,0,Transient,97.56,0,0
Resort Hotel,0,165,2017,January,3,3,2,0,0,BB,DEU,Online TA,Corporate,0,0,0,E,C,No Deposit,1,Transient,121.66,0,0
City Hotel,0,67,2017,August,3,5,2,0,0,BB,BEL,Online TA,Direct,0,0,0,D,D,No Deposit,0,Contract,107.8,1,2
City Hotel,0,38,2016,August,4,8,2,0,0,SC,BEL,Online TA,TA/TO,0,0,0,D,D,No Deposit,0,Transient,119.32,0,0
Resort Hotel,1,9,2015,December,0,8,2,0,0,SC,IRL,Online TA,Direct,0,0,0,B,D,No Deposit,0,Contract,62.09,0,0
Resort Hotel,1,234,2016,September,1,1,2,0,0,BB,NLD,Online TA,Direct,0,0,0,C,C,Non Refund,10,Transient,46.1,0,0
City Hotel,1,60,2017,August,2,4,2,1,0,BB,IRL,Groups,GDS,0,0,0,B,A,Non Refund,0,Transient,88.3,0,0
City Hotel,0,26,2015,February,0,4,3,0,0,HB,DEU,Online TA,TA/TO,0,0,0,F,E,No Deposit,0,Contract,116.4,0,0
City Hotel,0,34,2015,November,3,1,2,0,0,SC,IRL,Groups,TA/TO,0,0,0,D,E,No Deposit,0,Transient,68.87,0,0
City Hotel,1,25,2017,May,2,8,2,0,0,BB,BEL,Corporate,TA/TO,0,0,0,B,D,No Deposit,0,Transient,151.59,1,1
Resort Hotel,0,73,2017,August,1,8,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,F,E,No Deposit,0,Group,123.29,0,0
Resort Hotel,0,212,2015,September,3,3,3,0,0,HB,NLD,Groups,Corporate,0,0,0,C,C,No Deposit,10,Transient,172.97,0,2
City Hotel,0,155,2017,June,1,2,1,0,0,HB,IRL,Direct,TA/TO,0,0,0,E,D,No Deposit,5,Transient,88.98,0,0
Resort Hotel,1,49,2017,April,3,4,3,0,0,BB,GBR,Complementary,TA/TO,0,0,1,D,F,No Deposit,0,Transient-Party,57.53,0,4
City Hotel,0,140,2017,September,1,4,1,0,0,BB,FRA,Offline TA/TO,Corporate,0,0,0,B,A,Non Refund,0,Transient,84.66,0,2
City Hotel,0,44,2017,December,2,6,1,0,0,Undefined,NLD,Online TA,TA/TO,0,0,0,C,A,No Deposit,0,Transient,100.93,0,1
City Hotel,0,23,2015,April,4,7,2,2,0,FB,PRT,Direct,Direct,0,0,0,C,B,No Deposit,1,Transient,93.99,1,0
Resort Hotel,1,327,2015,June,1,4,1,0,0,SC,BRA,Corporate,TA/TO,0,0,0,A,A,No Deposit,0,Transient,29.56,0,2
City Hotel,1,28,2016,December,2,7,2,0,0,BB,DEU,Offline TA/TO,GDS,0,0,0,B,D,No Deposit,0,Transient,113.39,0,0
City Hotel,0,31,2016,May,0,0,1,0,0,Undefined,DEU,Online TA,TA/TO,0,0,0,E,F,No Deposit,0,Transient,65.76,0,0
City Hotel,1,365,2015,January,0,8,2,0,0,HB,PRT,Direct,TA/TO,0,0,0,C,A,No Deposit,0,Group,97.93,0,0
City Hotel,0,11,2016,April,3,2,1,0,0,Undefined,ITA,Online TA,TA/TO,0,0,0,A,B,No Deposit,0,Transient,73.14,0,0
Resort Hotel,0,114,2017,October,4,6,3,0,0,SC,GBR,Offline TA/TO,TA/TO,0,0,0,A,F,No Deposit,0,Transient,52.03,0,1
City Hotel,1,219,2017,March,3,1,2,0,0,FB,FRA,Online TA,Direct,0,0,0,A,D,No Deposit,0,Transient-Party,140.49,0,0
City Hotel,1,57,2015,August,1,1,2,0,0,BB,BEL,Direct,TA/TO,0,0,0,E,B,No Deposit,0,Contract,145.74,0,2
Resort Hotel,0,0,2016,July,4,4,1,0,0,BB,ESP,Online TA,TA/TO,0,0,1,F,E,No Deposit,0,Transient-Party,356.52,0,0
